Day	Time	Rs	Rn	PAR	Tair	RH	u	SatVapPr	VapPress	Battery	!water
62	1450	525,05	344,07	1087,1	23,524	69,574	1,0346	2,9	2,0161	12,617	0,364
107	350	-0,06447	-4,9687	0,03046	11,39	100,06	-0,00587	1,3462	1,347	12,486	0,0655
34	1850	385,2	192,42	819,87	24,159	58,044	0,68529	3,0119	1,7479	12,714	0,6165
117	500	-0,04295	-13,111	0,31046	15,628	73,97	0,65657	1,7744	1,3125	12,465	0,1825
59	1350	815,58	535,59	1735,4	25,462	79,559	1,092	3,2559	2,5902	12,63	0,6755
87	1350	722,25	472,48	1552	25,748	62,859	1,4015	3,3122	2,081	12,545	0,877
81	2100	-0,5151	-22,694	-0,98572	14,353	95,695	0,08956	1,6346	1,5643	12,567	0,131
72	1800	138,59	68,458	307,35	21,533	72,101	0,74737	2,5718	1,8492	12,591	0,3555
78	1900	82,142	-2,8201	187,93	20,132	73,759	0,61117	2,3569	1,7376	12,572	0,1635
68	400	0,07244	-16,043	-0,01217	19,308	101,79	0,27949	2,2389	2,279	12,6	0,0645
114	2050	-0,15032	-23,652	-0,76704	10,897	94,625	0,12384	1,3031	1,233	12,471	0,071
79	900	122,13	65,577	260,46	16,569	102,56	0,21	1,8846	1,9329	12,563	0,0715
109	550	-0,75425	-2,7459	0,84006	15,736	101,56	0,71587	1,7866	1,8146	12,477	0,065
101	2000	-0,31926	-36,452	-0,23123	13,642	90,8	0,05342	1,5611	1,4171	12,514	0,0825
49	1500	317,67	200,51	650,06	23,678	85,192	0,7557	2,9259	2,4929	12,655	0,5985
46	1250	668,9	441,82	1423,9	28,572	63,085	0,77238	3,911	2,464	12,668	1,325
84	1750	330,73	177,14	705,3	21,501	64,82	0,53798	2,5638	1,6618	12,553	0,5335
102	1600	29,285	24,102	85,547	19,021	102,57	1,1078	2,1991	2,2557	12,508	0,0605
74	800	16,704	-16,045	49,229	13,197	97,12	0,12106	1,5162	1,4725	12,576	0,179
114	1250	596,64	362,73	1263,7	19,658	60,647	0,44533	2,2883	1,3877	12,462	0,721
108	2250	-0,02147	-4,034	0,20088	15,442	101,17	0,16924	1,7533	1,7738	12,485	0,062
101	2200	-0,15301	-19,267	-0,31048	10,686	95,472	0,16738	1,2847	1,2265	12,505	0,0725
113	1850	39,255	-7,5293	88,225	18,281	85,029	0,14607	2,1001	1,7846	12,474	0,1035
114	2200	-0,15037	-19,816	0,80993	9,703	96,945	0,13959	1,203	1,1662	12,466	0,0775
85	1550	681,42	435,05	1436,5	24,524	52,747	0,62878	3,0784	1,6236	12,551	0,794
34	400	-0,04564	-27,613	0,00609	12,2	94,49	0,29431	1,4202	1,3419	12,689	0,0715
118	250	-0,01074	-44,783	0,12784	15,074	80,249	0,28597	1,7124	1,3739	12,464	0,101
63	1950	54,525	-20,562	132,37	19,932	64,934	0,75478	2,3278	1,5113	12,618	0,1935
50	2300	-0,04024	-1,2904	1,0281	20,072	101,8	1,1736	2,3477	2,3898	12,653	0,0565
102	1650	45,496	33,399	119,84	19,215	102,58	1,256	2,226	2,2835	12,508	0,0585
50	1050	160,51	103,09	356,09	21,224	99,41	0,80111	2,5203	2,5055	12,652	0,143
102	2250	-0,59281	-0,20124	-0,04258	20,516	102,63	0,79462	2,4129	2,4763	12,508	0,0665
53	1550	165,34	100,25	344,47	22,636	86,754	0,51667	2,7471	2,3832	12,65	0,5045
83	250	0	-19,33	0	10,018	99,074	0,1294	1,2286	1,2172	12,545	0,069
42	2100	-0,13139	-0,78427	-0,18244	21,543	101,71	0,54261	2,5701	2,614	12,677	0,026
99	600	-0,02149	-7,1764	0,00609	8,1968	100,42	0,12106	1,0869	1,0916	12,5	0,0435
81	700	-0,02416	-27,368	-1,9425	12,038	100,59	0,06639	1,4051	1,4135	12,557	0,062
44	800	22,875	14,842	47,887	20,81	99,588	0,27671	2,4571	2,447	12,672	0,067
68	2150	0,23868	-3,3217	-0,03041	19,6	101,19	0,03674	2,2799	2,3071	12,606	0,1035
105	1350	276	172,23	555,67	19,633	67,395	0,49258	2,2846	1,5397	12,487	0,576
84	2000	1,9258	-38,044	4,6352	15,731	90,483	0,13125	1,7866	1,6165	12,554	0,093
67	450	0,00268	-10,145	0,54151	19,001	85,398	0,32118	2,1964	1,8757	12,6	0,126
41	950	221,54	133,27	480,98	21,633	86,98	1,0272	2,5848	2,2473	12,678	0,54
107	0	-0,36789	-20,126	0,60904	8,6946	97,752	0,10716	1,1238	1,0985	12,485	0,06
32	650	-1,487	-16,945	-0,20088	15,98	93,536	0,43607	1,8151	1,6975	12,694	0,1085
105	2050	-0,05367	-10,597	-1,1259	15,444	93,182	-0,02533	1,7535	1,6339	12,489	0,106
74	700	-0,32747	-30,666	-0,43829	15,011	94,711	0,19518	1,7058	1,6155	12,581	0,0715
69	750	0,79691	-1,7844	5,9087	17,94	100,98	1,0596	2,055	2,0752	12,6	0,1165
42	900	29,581	21,792	74,027	21,335	101,6	0,71124	2,5375	2,5781	12,671	0,057
86	1900	27,825	-2,0335	80,789	19,908	78,774	1,0874	2,3241	1,8305	12,553	0,154
100	1350	377,22	243,14	767,65	20,682	66,065	0,20259	2,4378	1,6104	12,501	0,775
43	500	-0,09386	-3,8805	0,10338	20,78	101,82	0,18591	2,4525	2,4973	12,671	0,026
48	500	-0,35138	-2,9804	-1,6242	20,729	98,882	0,06639	2,4448	2,4175	12,659	0,063
106	450	-1,0396	-22,179	0	7,9165	99,227	0,05713	1,066	1,0577	12,487	0,0785
33	150	-0,03221	-25,23	0,00609	12,208	92,598	0,04694	1,4211	1,3158	12,696	0,082
79	2250	-0,96628	-18,413	-0,95572	12,096	97,781	0,11365	1,4105	1,3792	12,564	0,0985
67	1500	484,61	314,12	1044,4	23,613	79,877	0,87152	2,9156	2,3278	12,603	0,758
58	1300	498,71	310,24	1032,6	23,273	80,192	1,3626	2,8585	2,2874	12,623	0,881
56	2050	4,0128	-33,017	6,5047	20,056	71,645	0,27393	2,3454	1,6801	12,643	0,161
52	350	-0,04827	-2,8393	-1,5325	22,22	98,508	0,15997	2,6785	2,6385	12,645	0,0685
99	550	-0,47281	-23,058	0,00609	7,8154	99,693	0,13125	1,0586	1,0554	12,501	0,057
84	1950	14,993	-35,789	41,142	17,258	84,14	-0,01051	1,9696	1,6545	12,553	0,123
70	1400	275,84	168,59	552,51	17,411	100,74	0,63619	1,9881	2,0028	12,587	0,4245
74	1850	235,29	75,619	470,4	21,943	56,713	0,60747	2,6342	1,4931	12,584	0,276
49	2100	0,09921	-13,857	-0,88787	20,506	96,187	0,0108	2,4114	2,3194	12,658	0,0875
88	2300	-0,10199	-17,402	-0,12779	15,718	95,058	0,10345	1,7847	1,6964	12,542	0,0875
74	1950	17,336	-45,36	57,157	18,474	70,243	0,3916	2,1258	1,4923	12,585	0,17
80	1150	628,63	401,18	1359,5	22,326	65,278	1,054	2,6966	1,7597	12,558	0,845
49	950	114,76	80,314	249,97	19,871	102,12	0,12939	2,3187	2,3679	12,653	0,155
65	1250	369,29	231,43	773,11	21,789	69,138	0,86781	2,6093	1,8039	12,604	0,638
85	1500	727,82	469,36	1536,9	24,5	53,821	0,65657	3,074	1,6544	12,551	0,847
89	2100	-0,25768	-54,777	-0,24956	12,26	83,52	0,33045	1,4258	1,1907	12,543	0,101
106	1400	529,04	338,32	1081,1	20,803	60,752	0,49629	2,4571	1,4913	12,488	0,758
117	1400	336,67	218	693,22	18,365	64,335	1,0457	2,111	1,3575	12,455	0,67
48	950	61,128	39,217	142,89	20,291	101,9	0,23409	2,3796	2,4248	12,659	0,0875
84	2350	-0,09665	-16,009	-0,01218	10,212	97,278	0,14051	1,2447	1,2108	12,544	0,068
68	2050	0,31909	-12,264	0,03041	19,885	100,98	0,19981	2,3206	2,3433	12,605	0,0845
94	1900	19,209	-22,228	59,177	15,476	75,403	0,20444	1,7574	1,3248	12,527	0,173
44	2150	-0,68913	-1,648	-1,3561	20,709	100,09	0,37307	2,4418	2,444	12,671	0,0605
41	200	0,0617	-2,1737	0,35284	19,616	98,099	0,13959	2,2822	2,2388	12,679	0,033
45	2050	7,195	-35,996	23,112	22,185	86,417	0,01173	2,6738	2,3086	12,682	0,1575
74	2250	-0,03758	-23,675	-0,02435	12,144	96,652	0,10438	1,415	1,3676	12,583	0,117
58	1750	317,5	203	695,36	24,049	76,895	1,1828	2,9922	2,3005	12,629	0,568
57	250	-1,8353	-5,4183	-0,17647	18,52	87,992	0,35824	2,1313	1,8753	12,633	0,1105
59	1150	417,68	275,42	892,18	22,335	95,51	1,168	2,6981	2,5766	12,618	0,3695
97	2300	-0,08858	-14,317	0,07914	14,949	79,556	0,1646	1,6986	1,3513	12,517	0,092
87	0	-0,48583	-8,4204	-0,69396	14,734	100,64	0,27671	1,6758	1,6867	12,549	0,071
117	950	50,848	24,619	103,06	15,67	73,547	0,58986	1,7791	1,3081	12,465	0,267
35	1450	961,5	621,12	2025,7	28,667	42,388	0,83446	3,9292	1,6654	12,706	1,415
58	1550	684,66	463,24	1444,1	25,443	70,567	1,6424	3,2528	2,294	12,629	0,747
111	1500	512,3	329	1096,9	23,72	62,518	0,54818	2,9337	1,8337	12,48	0,6335
111	1850	18,431	-20,865	67,13	18,507	90,238	0,25169	2,1302	1,9211	12,487	0,14
60	750	7,359	-22,793	19,726	17,389	102,02	0,02192	1,9849	2,025	12,627	0,171
117	50	-0,01879	-13,632	-0,60884	15,17	83,704	0,81593	1,723	1,4422	12,465	0,104
91	200	-0,04025	-10,656	-1,5639	17,061	79,851	1,1291	1,9441	1,5521	12,528	0,117
78	1600	657,35	433,98	1408,9	23,4	61,709	1,3681	2,8773	1,7756	12,571	0,685
92	100	-0,28174	-2,1991	-0,01217	18,528	99,172	1,1893	2,1323	2,1146	12,534	0,083
120	600	-0,00537	-10,22	0,17043	17,518	95,108	0,86782	2,0011	1,9032	12,463	0,0925
61	2100	-0,4478	-31,139	-1,8731	18,916	88,765	0,12754	2,1848	1,9389	12,625	0,136
53	1400	268,42	167,01	559,18	22,663	87,273	0,8289	2,7521	2,4011	12,649	0,4055
71	1050	477,29	284,73	1027,6	20,293	71,802	0,19796	2,3817	1,7069	12,58	0,7975
96	1550	466,25	298,16	992,01	21,72	58,214	0,77332	2,6	1,5112	12,519	0,8175
94	750	-1,2572	-6,6727	-0,00609	9,6223	100,04	0,25077	1,1969	1,1973	12,52	0,1035
113	150	-0,05906	-18,467	0,26181	11,991	99,163	0,04138	1,4007	1,389	12,479	0,085
72	850	117,52	10,638	272,94	9,8942	100,79	-0,01699	1,2198	1,2297	12,573	0,1875
77	250	-0,08052	-15,032	-1,0592	13,05	101,9	0,03582	1,5016	1,5303	12,57	0,07
108	1050	147,66	89,383	307,53	15,734	99,553	0,33879	1,7866	1,7786	12,485	0,289
67	850	53,188	27,156	118,75	19,641	88,813	0,29524	2,2858	2,0299	12,6	0,3345
113	1500	209,3	130,52	433,08	20,792	68,516	0,13681	2,4544	1,6815	12,474	0,8055
115	1000	56,725	36,555	118,41	14,342	100,85	0,13495	1,6333	1,6472	12,466	0,104
54	1800	356,17	205,86	768,95	23,479	72,658	0,88913	2,8916	2,1002	12,643	0,445
102	300	-0,02953	-21,341	0,01217	16,315	87,033	0,59635	1,8548	1,613	12,499	0,124
112	1200	529,17	329,78	1137,3	22,035	72,943	0,38511	2,6487	1,9319	12,468	0,5575
56	1200	690,54	445,3	1462,6	26,16	59,746	0,66491	3,3942	2,026	12,629	0,9285
87	1050	294,22	171,84	674,28	22,045	75,907	1,0448	2,651	2,0112	12,545	0,7295
81	100	-0,1691	-10,406	0,78527	15,68	98,882	0,02192	1,7803	1,7604	12,562	0,0725
113	1550	401,65	249,81	833,82	21,448	65,977	0,35083	2,5571	1,6853	12,467	0,7735
72	0	0	-18,704	0	11,122	97,947	0,11643	1,3225	1,2954	12,584	0,0825
85	850	56,183	3,2631	143,77	8,4911	100,16	0,09697	1,1089	1,1109	12,534	0,106
104	900	129,91	34,129	281,42	16,592	94,393	0,42866	1,8887	1,7817	12,497	0,134
34	1300	723,9	455,23	1546,4	24,985	50,985	0,5491	3,1647	1,6129	12,702	1,2075
70	200	-0,01879	-8,9018	-0,21304	15,858	101,79	0,07195	1,8006	1,8328	12,595	0,063
43	1350	955,88	639,63	2047,3	26,411	79,617	0,71865	3,4523	2,7334	12,675	1,2435
56	950	368,89	203,32	825,18	20,79	81,579	0,59172	2,4548	2,0015	12,625	0,5535
112	2000	-0,08586	-12,79	0,25557	15,674	96,235	0,06639	1,7796	1,7126	12,482	0,089
74	500	0,10198	-9,6096	0,18867	15,516	101,12	0,13588	1,7616	1,7814	12,581	0,0895
62	0	-0,04561	-15,294	0,21299	16,33	98,168	0,04694	1,8558	1,8218	12,613	0,061
44	50	-0,1314	-8,4583	-2,0253	21,073	95,589	0,36473	2,4972	2,387	12,672	0,085
111	1600	396,83	237,82	824,39	23,09	71,437	0,64546	2,8252	2,0161	12,486	0,651
118	1900	3,0696	-14,461	9,7609	15,124	91,65	0,06454	1,7179	1,5742	12,463	0,1145
75	2000	4,2237	-54,602	13,423	18,105	71,647	0,66584	2,0766	1,4876	12,573	0,144
51	350	-0,13948	-0,62334	-2,0439	20,616	101,89	0,51019	2,4278	2,4736	12,646	0,0585
82	1600	601,89	388,28	1239,3	22,805	61,148	0,70938	2,7774	1,6957	12,558	0,7835
102	1800	28,681	21,321	68,717	19,459	102,57	1,231	2,2599	2,3181	12,508	0,0725
35	100	-0,01342	-32,659	-0,04869	13,066	92,055	0,10531	1,5032	1,3837	12,7	0,081
99	1450	690,42	445,66	1467,5	21,321	57,444	1,2449	2,5356	1,4565	12,5	0,788
53	2200	-0,54165	-5,9489	-1,8852	20,654	95,352	0,01544	2,4335	2,3204	12,645	0,1075
113	2000	-0,07513	-19,197	-0,75457	14,318	95,094	0,04138	1,6309	1,5507	12,469	0,0835
80	2250	-0,17177	-3,5496	-0,30433	15,985	99,163	0,03489	1,8154	1,8002	12,568	0,0915
57	2050	1,8824	-16,126	6,2333	21,441	88,695	0,82613	2,5542	2,2654	12,631	0,126
80	950	295,9	131,82	649,33	17,878	82,508	0,147	2,0478	1,6885	12,562	0,5455
108	1600	152,07	94,872	315,67	17,388	91,794	1,1875	1,9857	1,8213	12,482	0,1795
77	1000	398,64	213,29	867,91	19,262	96,652	0,43236	2,2336	2,1579	12,567	0,657
63	200	-0,13421	-18,007	-0,70005	14,614	102,34	0,02563	1,6624	1,7013	12,615	0,084
66	300	-1,1377	-13,514	-0,02434	18,878	75,937	0,68345	2,1795	1,6549	12,594	0,1205
88	1700	217,5	126,71	461,03	20,929	70,992	0,72699	2,4752	1,7572	12,546	0,38
119	800	0,52609	-23,87	2,2158	15,906	93,486	0,50741	1,8063	1,6886	12,459	0,085
56	1150	689,48	441,58	1487,6	25,316	63,11	0,65009	3,2299	2,0348	12,629	1,024
78	950	306,43	154,23	684,72	20,333	75,297	1,1838	2,386	1,7962	12,567	0,7605
49	1800	149,24	81,041	325,6	22,863	81,726	0,27393	2,7853	2,2761	12,657	0,2645
117	1000	74,3	41,52	149,71	15,869	75,823	0,41661	1,802	1,3662	12,464	0,284
71	400	-0,43508	-24,572	0	9,2601	99,161	0,12106	1,1676	1,1579	12,578	0,0575
58	1650	490,37	324,98	1052,2	24,363	76,504	1,2532	3,052	2,3315	12,636	0,6685
89	750	0	-7,6152	1,309	13,778	100,16	0,12662	1,5746	1,5771	12,537	0,071
112	950	201,58	45,404	461,24	13,919	102,28	0,05064	1,5944	1,6311	12,473	0,286
44	500	-0,8288	-5,739	-1,7154	20,458	99,773	0,03489	2,4044	2,3989	12,671	0,0775
110	2250	-0,09395	-14,074	0,37742	14,117	98,848	0,02285	1,6097	1,5912	12,484	0,0795
114	1750	226,91	94,56	460,82	17,679	69,543	0,72884	2,022	1,4056	12,468	0,2805
83	1950	9,5607	-18,865	24,463	17,476	84,744	0,04138	1,9961	1,6913	12,56	0,0985
83	1750	196,92	117,67	400,5	20,856	70,947	0,6575	2,469	1,7464	12,559	0,362
46	700	1,411	-7,4325	4,2464	18,821	99,708	0,08863	2,1718	2,1655	12,665	0,0785
104	700	-0,24694	-30,417	1,4427	15,832	95,447	0,48888	1,7977	1,7159	12,497	0,0845
81	350	-1,6749	-26,801	0,09131	14,184	98,436	0,0071	1,617	1,5917	12,563	0,0605
67	2100	-0,60333	-7,6168	-0,34664	18,885	100,17	0,11364	2,1805	2,1843	12,605	0,115
66	350	0,18783	-17,457	-2,1603	18,066	82,543	0,58245	2,0716	1,7096	12,601	0,132
72	150	-0,00269	-21,415	0	10,336	98,765	0,06639	1,255	1,2395	12,577	0,0945
83	2250	-0,34088	-15,157	-0,22523	13,426	97,657	0,01451	1,5389	1,5029	12,556	0,058
83	2050	-0,08048	-25,573	-0,04872	15,744	94,323	-0,00495	1,7877	1,6862	12,547	0,105
108	900	64,128	30,69	134,3	14,141	101,87	0,11828	1,6122	1,6424	12,479	0,1295
101	1050	411,94	228,56	898,35	20,781	56,538	0,1961	2,4533	1,3858	12,501	0,6625
60	1350	562,48	368,8	1168,6	23,862	69,036	0,95398	2,9596	2,0443	12,623	0,774
56	1850	337,65	175,18	685,23	24,795	61,735	0,74089	3,13	1,9302	12,635	0,3955
36	650	-0,02955	-18,901	0	8,5188	96,93	0,15441	1,1105	1,0764	12,671	0,0465
34	650	-0,07786	-22,616	0,00609	12,027	95,036	0,22482	1,4041	1,3344	12,683	0,047
93	1500	594,24	402,68	1243,6	21,597	67,573	1,1393	2,5805	1,7422	12,532	0,8675
41	450	-0,02682	-2,7505	-1,6668	19,702	98,586	0,19981	2,2944	2,2619	12,679	0,033
50	350	-0,31652	-1,7055	-0,60833	19,296	99,262	0,06176	2,2371	2,2206	12,652	0,0435
43	1750	478,39	296,01	1053,3	26,03	69,762	0,71309	3,367	2,3485	12,688	0,553
99	2200	-0,02416	-6,9837	-0,11566	15,068	94,346	0,01266	1,7117	1,6149	12,51	0,081
32	1750	595,05	353,97	1246,7	26,001	45,496	0,85948	3,361	1,529	12,721	0,798
118	1650	243,55	152,78	507,94	19,184	70,421	1,0429	2,2216	1,5643	12,462	0,3885
47	2150	-0,15284	-13,721	-0,97299	21,877	92,999	0,03675	2,6231	2,4395	12,664	0,1005
43	1150	523,86	339,08	1110	23,542	95,238	0,64916	2,903	2,7643	12,676	0,481
51	1400	328,82	212,8	668,53	26,01	91,013	0,39901	3,3628	3,0606	12,649	0,753
76	1150	171,49	105,5	363,94	19,383	80,198	0,81315	2,25	1,8032	12,567	0,2745
47	2050	3,9351	-10,253	14,439	22,137	90,303	0,11365	2,6651	2,4065	12,663	0,134
64	400	-0,02417	-17,181	0	10,626	99,503	0,11087	1,2796	1,2732	12,597	0,057
103	2050	-0,33543	-11,329	-0,71203	16,031	99,678	0,20444	1,8208	1,8149	12,502	0,0685
52	1600	179,55	117,45	388,88	22,845	90,183	1,0503	2,7822	2,5091	12,65	0,3405
107	800	0,54247	-2,27	3,8674	11,936	99,51	0,00061	1,3957	1,3888	12,479	0,0635
70	950	146,86	84,879	313,56	15,93	102,3	0,18498	1,8093	1,8509	12,584	0,0585
49	100	-0,04828	-3,4568	-0,0365	19,812	102,04	0,04138	2,3101	2,3572	12,659	0,0605
87	900	180,88	59,019	415,42	17,763	99,322	0,51389	2,0364	2,0189	12,543	0,487
42	1200	133,71	92,308	312,32	22,167	101,51	0,63249	2,6699	2,7102	12,677	0,059
83	200	-0,00537	-17,804	0	10,171	99,375	0,10901	1,2412	1,2334	12,551	0,0625
88	1450	159,77	95,915	342,87	20,948	81,057	0,61488	2,4781	2,0085	12,54	0,429
56	800	45,566	4,0229	121,12	15,799	100,23	0,22575	1,794	1,7981	12,628	0,161
32	200	-0,65474	-21,837	-0,73025	16,092	95,322	0,24243	1,8279	1,7424	12,693	0,0695
35	1350	969,64	619,29	2035,9	28,062	42,368	0,69642	3,7943	1,6074	12,7	1,4485
66	650	-0,04293	-21,377	-0,20081	18,071	75,055	1,0476	2,0722	1,5548	12,601	0,148
80	2150	-0,37029	-17,856	-2,3976	15,723	97,362	-0,02996	1,7854	1,7383	12,562	0,0995
119	0	-0,01342	-27,288	0,28611	16,34	86,768	0,64823	1,857	1,6113	12,465	0,1305
64	0	-0,00268	-17,172	0	12,595	98,513	0,08492	1,4575	1,4358	12,609	0,081
118	1750	105,85	45,399	215,8	17,982	76,275	0,71772	2,061	1,5696	12,462	0,17
88	950	83,348	47,45	177,61	17,478	97,407	0,26652	1,9964	1,9445	12,542	0,2005
102	1950	-0,07512	-0,37917	1,2047	20,138	102,6	1,9259	2,3572	2,4185	12,508	0,0635
93	1600	556,51	358,45	1181,7	21,897	60,569	1,3357	2,6265	1,5908	12,539	0,715
102	1850	14,705	10,143	33,911	19,56	102,59	1,3144	2,2741	2,3329	12,515	0,065
108	450	-0,08053	-8,0663	0,78528	13,97	98,308	0,06361	1,5943	1,5674	12,485	0,059
71	1250	740,84	472,14	1562,7	23,41	51,275	0,64175	2,8799	1,4764	12,584	0,872
38	400	-0,22017	-51,842	0,06089	11,208	87,09	0,1785	1,3302	1,1582	12,67	0,0695
37	1050	273,02	178,55	613,52	21,492	71,677	0,91043	2,5622	1,8364	12,684	0,7725
44	600	-0,95759	-10,12	-0,365	20,405	99,72	0,15256	2,3964	2,3897	12,671	0,083
37	450	0,00268	-25,683	-0,08522	14,607	92,722	0,4722	1,6616	1,5406	12,676	0,049
59	2150	-0,13408	-7,9817	-3,126	20,524	100,39	0,62785	2,4141	2,4233	12,626	0,112
94	850	37,352	14,334	77,334	11,379	95,798	0,1507	1,3457	1,289	12,52	0,221
55	1700	393,24	251,76	827,91	23,276	70,259	1,1263	2,8563	2,0059	12,636	0,6895
85	2250	-0,80794	-17,007	-0,21306	11,295	97,273	0,22575	1,3377	1,3012	12,55	0,094
54	600	-0,56594	-1,6708	0,00608	20,824	101,99	0,75664	2,4591	2,508	12,645	0,067
84	200	-0,09398	-15,595	-0,01218	10,118	98,951	0,12198	1,2368	1,2239	12,545	0,0645
104	800	4,0128	-22,596	12,382	15,891	94,943	0,47035	1,8045	1,7132	12,497	0,1255
53	1500	156,91	89,584	322,88	22,67	85,05	0,6121	2,7539	2,34	12,65	0,4895
83	2350	-0,60394	-18,105	-0,26176	12,22	97,709	0,06269	1,4221	1,3895	12,55	0,091
96	1800	214,16	69,623	438,67	19,301	62,335	0,61673	2,2379	1,3949	12,519	0,266
46	450	-0,37821	-2,9352	-1,4174	20,066	99,869	0,0108	2,3467	2,3436	12,666	0,059
90	150	-0,33308	-20,077	-0,00609	7,7597	98,387	0,147	1,0547	1,0376	12,527	0,1065
115	700	0,05908	-1,4019	0,21317	12,366	101,26	0,0423	1,4357	1,4538	12,459	0,0745
96	1600	430,12	259,62	922,57	21,324	58,081	0,94101	2,5365	1,4724	12,52	0,723
49	550	-1,6204	-12,365	-0,06084	18,308	102,19	0,04879	2,1031	2,1493	12,653	0,061
105	2100	-0,05637	-9,9181	0,43828	15,288	93,653	-0,05405	1,736	1,6259	12,496	0,0635
43	950	258,24	153,31	576,19	21,763	100,09	0,65194	2,6053	2,6076	12,676	0,166
104	1800	181,75	44,004	370,31	18,998	63,925	0,63619	2,1964	1,4036	12,501	0,228
102	200	-0,01611	-5,2472	0,00609	13,14	99,49	0,01358	1,5105	1,5028	12,499	0,1285
52	2200	-0,29764	-7,1154	0,15203	21,401	94,261	0,46942	2,5479	2,4017	12,651	0,089
35	1500	927,3	602,08	1957,3	28,693	43,203	0,94193	3,9349	1,6998	12,713	1,3715
64	1450	517,87	342,23	1074,1	21,106	86,298	1,5831	2,5029	2,1603	12,605	0,868
77	50	-0,1181	-33,986	-0,50526	13,967	100,81	0,07658	1,5943	1,6071	12,568	0,0775
49	2350	-0,13411	-7,8683	-1,5632	19,907	98,499	0,02099	2,3238	2,2889	12,652	0,056
81	50	-0,30063	-8,5847	0,27393	15,643	98,92	0,12291	1,7761	1,7569	12,562	0,067
105	1850	25,978	9,6441	53,129	17,132	82,554	0,25818	1,9529	1,6121	12,495	0,1315
83	2000	0,66788	-27,662	3,9844	16,189	90,345	0,02377	1,8394	1,6611	12,554	0,1275
97	900	83,094	12,549	198,81	15,519	84,709	0,47962	1,7626	1,4927	12,504	0,5005
72	1650	543,09	348,93	1117	23,291	66,454	1,0327	2,8601	1,8992	12,584	0,6055
64	950	110,95	69,377	247,59	17,313	98,823	0,14885	1,9753	1,952	12,601	0,097
58	1950	60,639	29,033	133,14	22,066	84,924	1,0105	2,6536	2,2534	12,631	0,195
34	2250	-0,05899	-51,372	-0,49868	17,089	77,776	0,19147	1,9482	1,5143	12,705	0,133
33	850	241,16	96,935	528,55	16,553	73,748	0,58431	1,8836	1,3876	12,682	0,762
87	2100	-0,09655	-41,497	-2,1166	19,307	85,946	0,84836	2,2387	1,9241	12,554	0,11
73	2200	0,14485	-8,5705	-0,29808	18,656	101,89	0,36473	2,1495	2,1902	12,587	0,122
44	2100	-0,20111	-2,4973	-1,0399	20,813	99,091	0,21463	2,4575	2,4352	12,664	0,059
93	1050	267,78	166,71	599,6	20,068	100,63	0,98641	2,3474	2,3623	12,533	0,459
118	850	15,366	6,2007	32,067	12,305	99,276	0,08214	1,4301	1,4198	12,459	0,213
54	100	-0,83417	-1,7073	-2,0926	20,501	98,625	0,21	2,4106	2,3775	12,639	0,072
114	150	-0,03491	-18,911	-0,15833	10,694	98,414	0,09419	1,2856	1,2652	12,472	0,078
58	1500	752,89	509,81	1617,2	25,096	71,301	1,4562	3,1864	2,2702	12,629	0,8335
62	2150	-2,0523	-7,6554	0,05476	17,273	102,19	-0,0207	1,9704	2,0136	12,613	0,079
65	550	-0,03222	-16,141	0	12,381	100,36	0,02655	1,4372	1,4423	12,597	0,047
68	1350	655,73	436,76	1388,8	25,748	72,972	0,77609	3,3116	2,4154	12,609	0,9765
77	2250	0	-5,7512	-0,2069	17,456	98,534	0,9336	1,9933	1,9641	12,574	0,0695
99	2350	-0,02147	-20,697	0,01826	14,122	96,423	-0,00402	1,6103	1,5527	12,511	0,107
76	1400	281,79	179,32	582,02	18,193	97,832	0,39252	2,0888	2,0431	12,574	0,651
110	1550	363,8	229,65	749,8	21,831	78,945	0,87708	2,6165	2,0649	12,487	0,3995
33	650	-0,01611	-30,821	0,00609	10,845	93,151	0,20722	1,2985	1,2096	12,683	0,1085
80	1200	556,35	366,31	1205,5	21,806	68,435	0,95583	2,612	1,7875	12,565	0,718
76	300	-0,13957	-52,351	-1,8748	14,902	85,544	0,11272	1,694	1,4481	12,568	0,0525
88	400	-0,35968	-17,23	0,03652	14,783	99,974	0,13495	1,6806	1,6802	12,543	0,06
53	1950	26,451	15,345	67,085	21,718	86,975	0,53335	2,5977	2,2592	12,65	0,161
104	1850	36,576	-26,143	107,38	17,052	68,548	0,68066	1,9443	1,3311	12,508	0,188
89	400	-0,04831	-7,5147	-1,7714	14,343	99,579	0,15534	1,6334	1,6265	12,537	0,066
76	1900	23,054	7,2084	49,773	17,792	86,942	0,78628	2,0407	1,7558	12,566	0,1195
84	1100	574,28	352,06	1245,1	21,304	72,157	0,31377	2,5363	1,8247	12,542	0,6855
75	1850	141,89	47,366	302,88	20,298	66,043	1,1939	2,3817	1,5724	12,579	0,304
84	800	9,4641	-5,478	27,666	8,6233	100,47	0,07103	1,1186	1,1239	12,54	0,0855
115	400	-0,08059	-15,77	0,60925	8,9299	100,6	0,07103	1,1419	1,1487	12,461	0,083
91	1600	49,384	34,997	122,73	17,454	100,06	1,407	1,993	1,9943	12,529	0,082
63	1200	600,49	389,67	1281,4	21,566	92,913	1,3681	2,577	2,3897	12,611	0,7315
113	900	47,127	6,3736	133,27	9,8717	101,38	0,08863	1,2171	1,2339	12,467	0,0675
